,text,category
34,college oordeelt volgt laatste zin artikel vijfde lid wva volgt s oinhoudingsplichtige referentiejaar s o verricht gemiddeld uurloon geldt appellante referentiejaar opgericht jaar s o verricht zin toepassing duidelijke strikte definitiebepalingen wva wet loonbelasting inzake begrip s o inhoudingsplichtige geven ruimte uitleg vergelijk uitspraken college augustus ecli nl cbb bj december ecli nl cbb anders appellante lijkt veronderstellen verweerder bevoegd wettelijke bepalingen wijken appellante genoemde afwijkingsbevoegdheid artikel awb betrekking beleidsregels toepassing gaat zoals geval wettelijke bepaling volgens vaste rechtspraak houdt toetsingsverbod artikel grondwet verbod wetten formele zin zoals geval wva toetsen algemene rechtsbeginselen brengt voorts mee rechter mag treden belangenafweging wetgever verricht geacht verricht zie bijvoorbeeld navolging arrest hoge raad april ecli nl hr ad harmonisatiewet arrest arrest hoge raad december ecli nl hr bosentan arrest uitspraak centrale raad beroep juli ecli nl crvb neemt echter weg indien sprake bijzondere omstandigheden verdisconteerd afweging wetgever aanleiding geven uitkomst waartoe strikte toepassing wet leidt geval indien verdisconteerde omstandigheden strikte toepassing zozeer strijd algemene rechtsbeginselen ander ongeschreven recht toepassing achterwege blijven geval dergelijke omstandigheden gebleken,0
34,beroep ongegrond,8
34,proceskostenveroordeling bestaat aanleiding,3
35,overwegingen,5
35,appellante veredelingsbedrijf nieuwe chrysantenrassen ontwikkelt appellante verkoopt producten wereldwijd verband daarmee testlocatie colombia waar onderzoekt ontwikkelde rassen omstandigheden bestand testlocatie wordt gedreven naam naam appellante gelieerde onderneming,4
35,appellante s o verklaring aangevraagd project veredeling chrysanten aanvraag appellante,4
35,kosten,8
35,uitgaven project opgegeven,8
35,aanleiding vraag verweerder kosten uitgaven per post specificeren post uitbesteed werk nader toe lichten appellante e mail uiteengezet kosten uitbesteed werk ten behoeve eigen onderzoek,4
35,bedragen post uitbesteed werk hoofdlijnen twee posten omvat uitbesteed werk testlocaties belangrijke chrysanten productiegebieden columbia zuid afrika rassen getest onder gelijke omstandigheden onze klanten landen,8
35,ten behoeve eigen onderzoek besteden werk gespecialiseerde partijen,8
35,verweerder vervolgens gevraagde s o verklaring besluit maart afgegeven waarbij kosten vastgesteld,8
35,uitgaven,8
35,,8
35,juni controle appellante plaatsgevonden waarvan resultaten neergelegd rapport november kader controle appellante verweerder specificatie kosten uitgaven rda toegestuurd specificatie vermeldt zover thans belang,4
35,kosten breeding columbia daarbij appellante lijst verstrekt data bedragen ontvangers omschrijvingen gedane betalingen totaalbedrag,4
35,verder appellante naam gesloten overeenkomst overgelegd e mail augustus appellante toegelicht naam maandelijkse fee betaalt kosten test selectiewerkzaamheden genoemd overeenkomst appellante erop gewezen volgens overeenkomst onvoorziene omstandigheden activiteiten test selectiewerk behoren aanvullende declaratie wordt gedaan blijkt specificatie kosten naam waarop maandelijkse nota s vermeld alsook declaraties bijvoorbeeld medewerker colombia kosten klantbezoeken,4
35,vervolgens opgestelde controlerapport wordende kosten naam,2
35,direct uitsluitend dienstbaar uitvoeren s o aangemerkt rapport toegelicht kosten geaccepteerd overeenkomst blijkt naam alleen testwerkzaamheden verricht werkzaamheden gericht marketing productie kosten alleen actuele kosten inclusief overhead afschrijvingen rente doorberekend bijvoorbeeld reis verblijfkosten medewerker meegenomen,8
35,appellante controlerapport gegeven zienswijze nadere uitsplitsing kosten naam gemaakt posten uitbesteed werk,4
35,marketinguitgaven,8
35,breedingmateriaal,8
35,materiaal,8
35,testkosten,8
35,totaal,8
35,,8
35,daarbij appellante per post toelichting gegeven appellante post uitbesteed werk gesteld grond overeenkomst actuele kosten testwerkzaamheden columbia doorbelast appellante appellante wijst erop totale uitgaven naam testwerkzaamheden exclusief afschrijvingen begroot,4
35,naam kosten exclusief afschrijvingen rekening gebracht appellante kosten lokale investeringen onvoorziene uitgaven teststation additioneel gefactureerd totale servicekosten uitbesteed werk naam aldus uitgekomen,2
35,appellante gesteld waar overeenkomst wordt gesproken productie gaat produceren testmateriaal routinematige productie materiaal verkoop blijkt volgens appellante bijgevoegde begroting naam,4
35,post marketinguitgaven appellante meegedeeld kosten ten onrechte meegenomen verantwoording resterende kosten naam,4
35,volgens appellante merken kosten uitbesteed werk ten behoeve onderzoek post breedingmateriaal betreft kosten zaad vitro leveringen post materiaal materialen bewerking groei planten naam colombia vanuit nederland geleverd rekening appellante blijven post testkosten kosten laten toetsen materiaal ziektes nederland doorbelast naam rechtstreeks verband houden testwerkzaamheden colombia,4
35,verweerder hierop appellante per e mail januari meegedeeld zienswijze appellante toegevoegd dossier leidt aanpassing bevindingen daarbij verweerder per kostenpost kort toegelicht waarom volgens kosten uitsluitend dienstbaar direct toerekenbaar uitvoeren eigen s o werk stelt verweerder post uitbesteed werk appellante meegestuurde begroting blijkt gaat indirecte kosten post marketing stelt verweerder appellante correctie geaccepteerd post breedingmateriaal verwijst verweerder overeenkomst waarin staat appellante naam voorziet breedingmateriaal overeenkomst voorziet alleen verzending plantmateriaal verzendkosten aangevraagd materiaal testkosten kosten werk colombia daarom uitsluitend dienstbaar direct toerekenbaar uitvoeren eigen s o werk,4
35,vervolgens verweerder besluit januari s overklaring gecorrigeerd daarbij verweerder kostenpost naam,1
35,geheel gecorrigeerd volgens gaat kosten direct uitsluitend dienstbaar s o grondslag correctie noemt minister artikel tweede lid onder a wva appellante hiertegen gemaakte bezwaar werkzaamheden colombia beschreven gaat volgens alleen testwerkzaamheden kosten breedingmateriaal materiaal testkosten direct verband testwerkzaamheden appellante stelt verweerder ingegaan zienswijze gegeven toelichting verschillende kostenposten verder toegelicht verder appellante gesteld bezwaar correctie alleen marketingkosten hoorzitting appellante naam gesloten overeenkomst toegelicht bestreden besluit verweerder standpunt gebleven kosten naam direct uitsluitend dienstbaar s o werk daarin kosten marketing opgenomen werkzaamheden marketing kwalificeren s o werk verweerder standpunt name gebaseerd overeenkomst tussen appellante naam waarin onder afspraken gemaakt marketing kosten,4
35,appellante voert beroep verweerder correctie ten aanzien kosten naam ten onrechte enkel gebaseerd overeenkomst naam daarin opgenomen afspraken marketingactiviteiten kader benadrukt appellante naam grond overeenkomst alleen kosten rekening brengen marketingactiviteiten appellante daarvoor expliciet opdracht gegeven overeenkomst strekt opdracht uitvoeren marketingactiviteiten appellante bestrijdt daarnaast uitgangspunt verweerder overeenkomst uitsluitend betrekking mag s o activiteiten,4
35,appellante voert verder verweerder volledig voorbij gegaan uitgebreide onderbouwing bezwaar appellante heldere splitsing gemaakt tussen kostenposten aangetoond resterende kosten naam uitsluitend dienstbaar direct toerekenbaar uitvoeren s owerk zodat verweerder volledige kosten naam mocht corrigeren appellante leidde voorfase gevoerde communicatie verweerder meeging splitsing kosten,4
35,slot stelt appellante controle alle relevante informatie ter inzage gegeven discussie kosten naam zodat appellante daaruit mocht afleiden voldoende aannemelijk gemaakt kosten naam uitsluitend dienstbaar direct toerekenbaar s o werk,4
35,college stelt voorop besluit s o verklaring corrigeren gebaseerd artikel tweede lid aanhef onder a wva gemachtigde verweerder zitting bevestigd blijkt besluit januari,8
35,artikel tweede lid aanhef onder a wva bepaald minister correctie s o verklaring afgeven bedrag s o verklaring ten onrechte vermeld bedrag s o afdrachtvermindering indien aannemelijk ter verkrijging s o verklaring mededeling bedoeld artikel tweede lid gegevens bescheiden verstrekt zodanig onjuist onvolledig beslissing genomen indien juiste volledige gegevens zouden verstrekt,8
35,bepaling toe passen allereerst aannemelijk appellante aanvraag onjuiste onvolledige gegevens verstrekt gegevens zodanig onjuist onvolledig verweerder beslissing genomen juiste volledige gegevens zouden verstrekt,4
35,oordeel college mocht verweerder gelet appellante bezwaar gegeven onderbouwing omtrent s o karakter groot deel kosten naam nader onderzoek nadere motivering standpunt stellen appellante hierover zodanig onjuiste onvolledige gegevens verstrekt kosten zouden afgewezen indien juiste volledige gegevens zouden verstrekt gelet appellante vragen verweerder voren gebracht onder aanleiding controlerapport ingebrachte zienswijze daarna gegeven uitleg welke werkzaamheden naam gedaan wijze waarop kosten naam administratie verwerkt minister onderbouwing standpunt kosten naam toerekenbaar s o werk mogen volstaan verwijzen inhoud overeenkomst appellante ingestuurde begroting geldt overeenkomst getiteld test selection and production agreement volgens artikel kern betrekking lijkt testen selecteren werkzaamheden volgens artikel maandelijks gefactureerd terwijl marketingkosten artikel aparte voorziening getroffen verweerder laten blijken rekening gehouden appellante gegeven antwoorden gegeven toelichting overgelegde stukken overeenkomst kader feitelijk verrichte werkzaamheden naam voorts verweerder toegelicht grond waarvan splitsing gemaakt tussen opgevoerde marketingkosten waarvan appellante erkend betrekking s o werkzaamheden kostenposten grootste deel gecorrigeerde kosten vormen gelet hierop bestreden besluit onvoldoende zorgvuldig voorbereid deugdelijk gemotiveerd daardoor strijd artikelen,4
35,awb college ziet belang spoedige beëindiging geschil aanleiding verweerder dragen hierboven geconstateerde gebrek bestreden besluit herstellen nodig nieuw besluit nemen gebrek herstellen verweerder inachtneming bepaald artikel tweede lid onder a wva nader onderzoek karakter werkzaamheden naam daarvoor appellante opgevoerde kosten daarbij merkt college verweerder aannemelijk maken appellante aanvraag onjuiste onvolledige gegevens verstrekt hoeverre gegevens zodanig onjuist onvolledig beslissing genomen juiste volledige gegevens zouden verstrekt college geeft verweerder termijn twaalf weken verzending tussenuitspraak gebrek herstellen college vervolgens appellante gelegenheid stellen binnen vier weken schriftelijk zienswijze geven manier waarop gebrek hersteld geval situatie verweerder hersteltermijn ongebruikt laat verstrijken college beginsel tweede zitting uitspraak beroep college houdt iedere verdere beslissing einduitspraak beroep betekent proceskosten griffierecht einduitspraak beslist,4
36,overwegingen,5
36,bestreden besluit verweerder toegekende subsidiebedrag,1
36,grond subsidieregeling sanering varkenshouderijen regeling gehandhaafd verweerder bedrag uitgekomen oppervlakte buitenuitlopen subsidie berekend verleend buitenuitlopen namelijk sprake overdekte ruimte waarbinnen dieren gehouden verblijven voldoen daardoor definitie dierenverblijf zoals bedoeld regeling volgens verweerder biedt regeling ruimte daarvan wijken eigen beleid voeren,8
36,appellant voert vaststelling subsidiebedrag buitenuitlopen varkens ten onrechte meegerekend exploiteert fokzeugenbedrijf houdt varkens volgens richtlijnen sterren beter leven keurmerk eén eisen keurmerk varkens permanent beschikking buitenuitloop volledig overkapt appellant buitenuitlopen bedrijf volledig geïntegreerd stalruimte buitenverblijven hak breekwerk ontmantelen buitenverblijven kraamzeugen speenbiggen hokinrichting beschikken verblijven mestkelder deels voorzien dichte vloer deels voorzien roosters buitenverblijven opfokgelten guste dragende zeugen voorzien dichte vloer onder afschot drijfmest urine verblijven verdwijnen via gleuf mestput buitenuitlopen onderdeel permanente leefomgeving varkens aangezien keuze maken wanneer lang binnen buiten verblijven reden appellant mening buitenuitlopen kwalificeren dierenverblijf behoren romp stal,1
36,appellant vindt totstandkoming subsidieregeling onvoldoende rekening gehouden varkenshouders zoals subsidieregeling lijkt enkel gaan gangbare varkenshouders hierdoor sprake ongelijke behandeling appellant daarnaast mening beoordeling subsidieaanvraag alleen gekeken buitenverblijven overkapping deel uitmaken leefomgeving varkens verder stelt verweerder ten onrechte eis buitenuitloop voorzien voer watervoorziening vanwege arbeid hygiëne zit voer watervoorziening bedrijf appellant binnen volgens appellant leidt strikte toepassing regeling verweerder kennelijk onredelijke belangenafweging waardoor bestreden besluit strijd evenredigheidsbeginsel,1
36,appellant wijst beleidswijziging verweerder waarin besloten vierkante meters aangebouwde luchtkanalen mee nemen berekenen waardeverlies sloop luchtkanalen dragende functie dak daarmee onderdeel uitmaken romp dierenverblijf volgens appellant behoren buitenuitlopen net luchtkanalen romp dierenverblijf buitenuitlopen bedrijf appellant verblijven varkens permanent terwijl luchtkanalen luchtwasser enkel dienen afvoer stallucht buitenuitlopen mee nemen vergoeding subsidiebedrag wordt appellant gestraft keuze houden dieren extra diervriendelijke wijze loopt,1
36,mis onevenredige benadeling,8
36,verweerder stelt standpunt bevoegdheid mist berekeningsmethodiek zoals regeling bepaald wijken daarnaast voert verweerder bewust keuze gemaakt waardeverlies varkenshouderij vast stellen basis taxatie marktwaarde basis universiteit wageningen berekende vervangingswaarde resulterend forfaitaire bedragen ter onderbouwing standpunt verwijst verweerder name toelichting berekening gecorrigeerde vervangingswaarde punt,4
36,bijlage behorende artikel tweede lid regeling ten aanzien verzoek appellant regeling exceptief toetsen wijst verweerder uitspraak voorzieningenrechter college februari ecli nl cbb overweging,0
36,verder voert verweerder voorafgaand invoering regeling publieke consultatie plaatsgevonden consultatie geleid enkele aanpassingen gekozen onderscheid tussen verschillende vormen varkens houden berekening forfaitaire bedragen gelden vervangingswaarde goed mogelijk slot wijst verweerder erop appellant voordeel systematiek gecorrigeerde vervangingswaarde subsidiebedrag totale mestopslag zes maanden mestsilo verdisconteerd biologische varkenshouderij producent sterren beter leven keurmerk doorgaans mestsilo zoals geval appellant onder buitenuitlopen mestkelders gerealiseerd varkenshouderijen hoeven mestsilo slopen terwijl reguliere varkenshouders moeten,1
36,artikel regeling bepaald onder dierenverblijf wordt verstaan overdekte ruimte waarbinnen dieren gehouden,7
36,grond artikel eerste lid regeling minister varkenshouder aanvraag subsidie verstrekken onomkeerbare sluiting varkenshouderijlocatie indien geurscore locatie bedraagt zover locatie gelegen binnen concentratiegebied,8
36,grond artikel regeling omvat subsidie bijdrage verband geheel gedeeltelijk vervallen varkensrecht bijdrage verband verlies waarde houden varkens varkenshouderijlocatie gebruikte productiecapaciteit gevolg onomkeerbare sluiting varkenshouderijlocatie,8
36,grond artikel eerste lid regeling bedraagt bijdrage verband waardeverlies houden varkens gebruikte productiecapaciteit gecorrigeerde vervangingswaarde gecorrigeerde vervangingswaarde wordt grond artikel tweede lid bepaald per dierenverblijf aantal m dierenverblijf vermenigvuldigen bedrag bijlage regeling vermeld uitgaand levensduur uitgedrukt jaren maanden romp dierenverblijf tijdstip voldaan vereisten artikel onder a b c d e f,8
36,oordeel college buitenuitlopen bedrijf appellant aangemerkt dierenverblijf zin regeling verblijven blijkens begripsomschrijving artikel regeling overdekt moeten oppervlakte buitenuitlopen daarom meegerekend bepalen gecorrigeerde vervangingswaarde,1
36,buitenuitlopen subsidiabel volgens appellant strijd evenredigheidsbeginsel college vat beroepsgrond verzoek begripsomschrijving begrip dierenverblijf zoals bepaald artikel regeling geval buiten toepassing laten,8
36,college stelt voorop beoordelen beroepsgrond sprake zogenoemde exceptieve toetsing vorm toetsing houdt kort gezegd algemeen verbindende voorschriften wet formele zin rechter getoetst rechtmatigheid bijzonder verenigbaarheid hogere regelgeving daarbij vormen algemene beginselen behoorlijk bestuur algemene rechtsbeginselen belangrijk richtsnoer rechter komt tevens bevoegdheid toe bezien desbetreffende algemeen verbindend voorschrift voldoende deugdelijke grondslag biedt geding zijnde besluit college verwijst verband uitspraken november ecli nl cbb maart ecli nl cbb,0
36,oordeel college regeling strijd hogere regelgeving algemene rechtsbeginselen uitgangspunt geldt verweerder opstellen subsidieregeling beslissingsruimte regeling resultaat politiek bestuurlijke afweging bepaalde groep varkenshouders subsidie verlenen verweerder ontleent bevoegdheid vaststellen regeling kaderwet ezk lnv subsidies kaderwet zoals college uitspraak november ecli nl cbb overwogen past vaststelling regeling binnen kaderwet voortvloeiende ruime beslissingsruimte verweerder vaststellen subsidieregelingen doel subsidieregeling korte termijn verminderen geuroverlast wordt veroorzaakt varkenshouderijlocaties veedichte gebieden betreft subsidieregeling waaraan basis vrijwilligheid deelgenomen uitspraak college geoordeeld verweerder gekozen methode berekening waardeverlies stallen gebouwen onrechtmatig methode wordt ten aanzien alle aanvragen toegepast alle gevallen varkenshouder even gunstig uitpakt inherent keuze methode betoog appellant regeling varkenshouders bedrijf exploiteren volgens richtlijnen sterren beter leven keurmerk onevenredig benadeelt ten opzichte reguliere varkenshouders slaagt daarom,0
36,college acht strikte toepassing begripsomschrijving begrip buitenverblijven specifieke geval appellant evenmin strijd artikel tweede lid algemene wet bestuursrecht daartoe overweegt college,8
36,extra subsidie appellant wenst ontvangen afbreken buitenuitlopen verhouding staat investeringen destijds gedaan realiseren buitenuitlopen college verwijst hierbij facturen appellant overgelegd komt zoals verweerder opgemerkt forfaitaire vergoeding rekening houdt kosten mestsilo appellant hoeven maken college merkt overige richtlijnen sterren beter leven keurmerk toestaan buitenuitloop overdekt indien regent basis regensensoren tijdelijk mag overdekt appellant mogelijkheid gebruik gemaakt eigen keuze,1
36,voorgaande volgt betoog appellant slaagt verweerder subsidiebedrag terecht overeenkomstig regeling vastgesteld,1
36,,8
36,beroep appellant ongegrond proceskostenveroordeling bestaat aanleiding,3
37,overwegingen,5
37,wettelijk kader opgenomen bijlage deel uitmaakt uitspraak aanleiding procedure,0
37,appellant perioden juni september oktober december subsidie grond tvl aangevraagd,1
37,verweerder beide bestreden besluiten onderneming appellant startende onderneming aangemerkt daarom omzet starter geldende referentieperiode gehanteerd standpunt appellant,1
37,appellant betoogt onderneming beschouwd voortzetting naam b v aangezien onderneming jaren loondienst ingang januari overgenomen vorm b v fiscaal aantrekkelijk appellant ervoor gekozen onderneming voort zetten vorm eenmanszaak appellant vervolgens ingeschreven handelsregister kamer koophandel kvk onderneming feite hetzelfde gebleven dezelfde lasten ander jasje verweerder gelet hierop bepaling omzetverlies moeten uitgaan omzet omzet b v komt gehanteerde referentieperiode starters appellant extra nadelig uitpakt aangezien daarvoor maanden januari februari zwaar meetellen appellant vanwege seizoensgebonden werk vrijwel omzet volgens appellant tvl bedoeld onderneming tegemoet komen vaste lasten rechtsvormwijziging doorkruist standpunt verweerder,1
37,verweerder gaat startdatum onderneming inschrijving handelsregister appellant onderneming ingang januari overgenomen ingeschreven handelsregister onderneming appellant bestond zodoende periode omzet gegenereerd tvl biedt mogelijkheid omzet juridische entiteit referentie gebruiken bovendien alleen sprake juridische entiteit natuurlijke persoon eindverantwoordelijk beslissingsbevoegd b v directeur aandeelhouders sinds drijft appellant onderneming risico sinds feitelijke situatie waardoor omzet b v representatief omzet appellant beoordeling college,1
37,ter beoordeling ligt verweerder onderneming appellant terecht startende onderneming aangemerkt zodoende bepalen omzetverlies uitgegaan alternatieve referentieperiode geldt starters,1
37,toelichting tvl blijkt verweerder ten behoeve uitvoerbaarheid regeling ervoor gekozen subsidie aanmerking komen onderneming maart ingeschreven staan handelsregister één bijlage tvl opgenomen activiteiten bijbehorende sbi codes uitvoeringsproces deels geautomatiseerd grote aantallen gedupeerde mkb ondernemers snel helpen beoordeling aanvragen wordt gebruik gemaakt gegevensbestanden belastingdienst kvk hoogte subsidie gebaseerd omzetverlies omvang vaste lasten getroffen onderneming,8
37,tvl begrip mkb onderneming verwezen artikel handelsregisterwet tvl toelichting daarop bevatten afzonderlijke definitie begrip onderneming artikel kaderbesluit nationale ezk lnv subsidies valt onder artikel kaderwet ezk lnv subsidies waarop tvl gebaseerd begrip ondernemer gedefinieerd natuurlijke persoon rechtspersoon vennootschap onderneming stand houdt zijnde rechtspersoon krachtens publiekrecht ingesteld begrip onderneming daarin gedefinieerd iedere eenheid ongeacht rechtsvorm wijze financiering economische activiteit uitoefent,8
37,college stelt vast appellant onderneming inclusief handelsnaam vaste activa klantenbestand overgenomen onderneming bevindt hetzelfde vestigingsadres verricht dezelfde bedrijfsactiviteiten overname appellant werknemer overname nauw betrokken bedrijfsvoering onderneming kenmerkende eigenschappen onderneming overname bewaard gebleven daarmee onderneming dezelfde artikel kaderbesluit nationale ezk lnv subsidies bedoelde eenheid gebleven weliswaar juridische verschijningsvorm eigendom onderneming veranderd verband hiermee nieuwe inschrijving handelsregister nodig betekent oordeel college onderneming daarmee eerste maal ingeschreven bedoeld tvl daarbij merkt college indien appellant onderneming overgenomen wijziging rechtsvorm geleid nieuwe inschrijving handelsregister verweerder ten behoeve omzetbepaling onderneming startende onderneming aangemerkt verweerder ter zitting erkend oordeel college geval sprake startende onderneming nieuwe ondernemer bestaande onderneming stand houdt inschrijving veranderde rechtsvorm onderneming handelsregister eenmanszaak vatten eerste inschrijving onderneming gaat verweerder ten onrechte voorbij onderneming omzet gedraaid bedoeld tvl valt zien waarom omzet onderneming oude vorm representatief omzet onderneming nieuwe vorm hiervoor omzetgegevens onderneming onder oude kvk nummer moeten geraadpleegd handmatig levert verweerder extra werk gebleken uitvoerbaar,8
37,college komt gelet voorgaande conclusie verweerder bepalen omzetverlies appellant ten onrechte starters geldende alternatieve referentieperiode gehanteerd college vernietigt daarom betreden besluiten draagt verweerder nieuwe besluiten nemen inachtneming uitspraak verweerder bepaling omzetverlies uitgaan omzet onderneming gangbare referentieperiode zoals neergelegd artikel tweede lid tvl q zoals geldt subsidieperiode juni september artikel tweede lid tvl q zoals geldt subsidieperiode oktober december college stelt hiervoor termijn vier weken,8
37,goede orde merkt college verder verweerder aanleiding procedures subsidievaststellingen zover orde opnieuw moeten bezien,8
37,vergoeding aanmerking komende proceskosten dient verweerder appellant betaalde griffierecht vergoeden bijlage regeling subsidie financiering vaste lasten mkb covid zoals geldt subsidieperiode juni september artikel tvl luidt zover belang volgt omzetverlies wordt berekend verschil tussen omzet referentieperiode omzet subsidieperiode bepalen delen omzet referentieperiode uitkomst berekening wordt uitgedrukt hele procenten,8
37,omzet referentieperiode som omzet tweede kalenderkwartaal gedeeld drie vermeerderd omzet derde kalenderkwartaal,8
37,afwijking tweede lid omzet referentieperiode a getroffen mkb onderneming april uiterlijk november eerste maal ingeschreven handelsregister omzet vier kalendermaanden volgend maand start activiteiten b getroffen mkb onderneming november uiterlijk februari eerste maal ingeschreven handelsregister omzet periode dag start activiteiten maart gedeeld aantal maanden waarvan omzet aanmerking wordt genomen vermenigvuldigd vier,8
37,omzet subsidieperiode som omzet tweede kalenderkwartaal gedeeld drie vermeerderd omzet derde kalenderkwartaal regeling subsidie vaste lasten financiering covid zoals geldt subsidieperiode oktober december artikel,8
37,bepaling omzetverlies luidt zover belang volgt omzetverlies wordt berekend verschil tussen omzet referentieperiode omzet subsidieperiode bepalen delen omzet referentieperiode uitkomst berekening wordt uitgedrukt procenten,8
37,omzet referentieperiode omzet vierde kalenderkwartaal,8
37,afwijking tweede lid omzet referentieperiode getroffen mkb onderneming september uiterlijk december eerste maal ingeschreven handelsregister omzet drie kalendermaanden volgend maand start activiteiten getroffen mkb onderneming december uiterlijk februari eerste maal ingeschreven handelsregister omzet periode dag start activiteiten maart gedeeld aantal maanden waarvan omzet aanmerking wordt genomen vermenigvuldigd drie,8
37,omzet subsidieperiode omzet vierde kalenderkwartaal,8
38,overwegingen,5
38,verzoeker betoogt verweerder verzoek schadevergoeding ten onrechte afgewezen verzoeker aanvankelijk besluit januari,8
38,kg fosfaatrecht toegekend gekregen aanleiding melding uitscharing fosfaatrecht besluit april verhoogd kg totaal,6
38,kg jaar verzoeker minder melkvee gehouden fosfaatrecht zodat overschot fosfaatrecht kg einde jaar verleasen afroming verleasing compenseren december kg fosfaatrecht bijgekocht moment verzoeker verleasing kg fosfaatrecht mondeling voorbereid agrarisch makelaar naam transactie één telefoongesprek afgehandeld zoals naam verklaard besluit december verweerder aankoop kg geaccepteerd geregistreerd besluit verzoeker echter opgemerkt verweerder juni buiten medeweten verzoeker fosfaatrecht gecorrigeerd kg beneden,6
38,kg correctie vastgelegd besluit mededeling verzoeker overschot fosfaatrecht verleasen correctie gebeurd nadat verzoeker eindelijk contact krijgen medewerker verweerder aangeraden overschot verleasen totdat duidelijkheid correctie verzoeker daarom afgezien verleasen kg fosfaatrecht juli verweerder bezwaar verzoeker gegrond verklaard bevestigd ten onrechte kg fosfaatrecht verzoeker afgetrokken plaats opgeteld brief oktober verweerder verzoek schadevergoeding echter afgewezen verzoeker aannemelijk gemaakt deel fosfaatrecht willen verleasen geval melding uitscharing eerder verwerkt,6
38,verzoeker stelt standpunt aannemelijk kg fosfaatrecht verleasen ongebruikte fosfaatrecht namelijk gebruiken hierdoor inkomsten mislopen elk redelijk denkend mens weet verstandiger ongebruikte fosfaatrecht verleasen transactie gemakkelijk voeren één telefoongesprek agrarisch makelaar daarnaast vindt verzoeker onbegrijpelijk verweerder stelt aannemelijk maken fosfaatrecht verhandeld indien verwerking melding uitscharing eerder plaatsgevonden verweerder suggereert ten onrechte trage besluitvorming reden verzoeker zien verleasen onjuist verzoeker afgezien verleasen onrechtmatig handelen verweerder verband benadruk verweerder besluit april juni verwerkt foutieve verwerking nooit verzoeker medegedeeld verzoeker pas december weten sprake foutieve verwerking onmogelijk verzoeker aannemelijk maken tussentijd plannen fosfaatrecht verleasen december simpel telefoontje geregeld verzoeker herhaalt verband enkel belang ongebruikte fosfaatrecht verleasen acht verzoeker omvang geleden schade voldoende aangetoond immers mislopen,6
38,x kg fosfaatrecht inkomsten,6
38,verweerder ter zitting primair standpunt gericht overzicht geregistreerde fosfaatrechten december volgens verzoeker schade veroorzaakt rechtsgevolgen slechts overzicht geregistreerde fosfaatrechten rechtsgevolgen zodat gesproken besluit college schadevergoeding toekennen sprake onrechtmatig besluit subsidiair stelt verweerder standpunt verzoeker aannemelijk gemaakt schade geleden waarbij verweerder aangegeven verzoeker fosfaatrechten gekocht kg kg geleaset nooit verleaset normale bedrijfsvoering passen zodat aannemelijk appellante schade geleden verzoeker tijdig ingelicht fosfaatrecht gewijzigd komt pas verklaring ander fosfaatrecht wilde leasen,6
38,ligt gelet artikel eerste lid onder c awb weg verzoeker schadevergoeding duidelijk maken welke besluiten artikel awb genoemde handelingen onrechtmatige daad ten grondslag liggen verzoek geval volgens verzoeker sprake onrechtmatige daad fosfaatrecht ten onrechte verlaagd besluit december,8
38,beoordeling verzoek zoekt college zoveel mogelijk aansluiting schadevergoedingsrecht burgerlijk wetboek bw,0
38,midden blijven overzicht geregistreerde fosfaatrechten december aangemerkt besluit zin artikel eerste lid algemene wet bestuursrecht mocht geval ieder geval sprake onrechtmatig handelen bedoeld artikel eerste lid awb verweerder geschil verweerder kg ten onrechte oorspronkelijke fosfaatrecht verzoeker afgetrokken plaats bijgeteld onrechtmatigheid toegerekend verweerder,8
38,stelplicht bewijslast schade causaal verband tussen onrechtmatig handelen minister schade liggen melkveehouder,8
38,fosfaatrecht rechtmatig vastgesteld,6
38,kg volgt daaruit onjuiste overzicht geregistreerde fosfaatrechten december schade verzoeker veroorzaakt zover daardoor terecht veronderstelde minder fosfaatrecht beschikte indien verweerder laatste overzicht juiste informatie verstrekt verzoeker geweten ongestoorde genot fosfaatrechten gebleven,6
38,gesteld schade geleden vorm verleasen kg fosfaatrecht jaar verzoeker gestelde schade onderbouwd berekening verklaring agrarisch makelaar naam maart waarin verklaard verzoeker kg fosfaatrecht aangekocht doel afroming compenseren verleasen kg fosfaatrecht daarin naam verklaard verzoeker voornemens fosfaatrechten verhuren simpel telefoontje via naam verhuurd veehouder fosfaatrecht wilde bijhuren oordeel college hiermee name aankoop kg voldoende vast komen staan verzoeker voornemens eind kg fosfaatrechten verleasen zoals verweerder gesteld verleasen fosfaatrecht normale bedrijfsvoering verzoeker past doet incidentele situatie betrof college wijst verzoek schadevergoeding daarom toe,6
38,college hoogte schade betwist verzoek schadevergoeding toewijzen bedrag,8
38,,8
38,slot ziet college aanleiding verzoekster vergoeding gemaakte proceskosten toe kennen kosten grond besluit proceskosten bestuursrecht derde beroepsmatig verleende rechtsbijstand vastgesteld punt indienen verzoekschrift waarde per punt wegingsfactor tevens dient verweerder betaalde gittierecht vergoeden,9
39,overwegingen,5
39,grond artikel derde lid awb beslist college weigering beperking kennisneming gerechtvaardigd toepassing artikel awb college mr h o kerkmeester opgedragen rechter commissaris beslissing nemen,8
39,rechter commissaris nemen beslissing vergt afweging belangen enerzijds speelt hierbij belang partijen gelijkelijk beschikken hoger beroepen relevante informatie belang college beschikt alle informatie nodig zaken juiste zorgvuldige wijze staat tegenover onbeperkte kennisname bepaalde gegevens belang partijen onevenredig schaden terwijl acm belang toekomst informatie aangeleverd krijgen goede uitoefening taken nodig,8
